"Vehicle","Start Location Name","Start Time","End Location Name","End Time","Distance (mi)","Duration (min)","Fuel Cost (USD)","Average MPG","Fuel Volume (gal)","Hard Accelerations","Hard Brakes","Duration Over 70 mph (secs)","Duration Over 75 mph (secs)","Duration Over 80 mph (secs)","Start Location Lat","Start Location Lon","Start Location Accuracy (meters)","End Location Lat","End Location Lon","End Location Accuracy (meters)","Path","Tags"
"2009 Honda Accord Sdn","4800 El Camino Real, Los Altos, CA 94022","2020-03-10 6:27 PM","4438 El Camino Real, Los Altos, CA 94022","2020-03-10 6:31 PM","0.72","4.17","0.22","11.53","0.05","0","0","0","0","0","37.39903","-122.11011","14.4","37.4023","-122.11643","9.6","mpgcFtrhhV??UQOZ]v@CDM\INCFA@sAxCc@~@O^OZCHKTg@fAWh@IR[r@A@Sd@ABIROZKVs@dBCD_@x@O^q@pAQ\GJABQVaBrBW\UXSTEHWZIHORMNHf@dAsAnB}BLONQJJ@@BDLEh@\JFBD?D@J@L?P??",""
